time_to_first_click,task_completion_time,mouse_velocity_avg,cursor_straightness,scroll_reversals,repetitive_clicks,back_button_usage,text_dwell_time,cluster_label
2.1622931691871496,117.84095895343265,602.0044868897846,1.206726004356587,3,3,5,25.94372578050821,3
4.870576780403844,119.48901274071487,362.21837112321066,1.4401493671552785,13,3,7,24.2206748057611,3
1.439809009676904,21.557584162638214,628.2217010808629,1.1181446534434731,0,0,0,8.26012546572272,2
1.348671700493258,134.6712813593133,392.61400686111614,1.2621694945914916,3,0,0,73.83034679515423,5
3.184526839023377,135.35039837423207,467.9901253970681,1.1444947535425087,3,0,0,37.740410692743424,5
3.0159102958891406,100.08623417200606,352.1515507314567,1.0862074740156737,0,0,0,73.11154156787079,5
7.814424551310211,121.81496434121144,332.0497986632664,1.667182413328579,4,0,0,30.907687190234604,4
10.878258760199078,88.7801568400734,145.04612676325158,2.0786426453154148,1,2,2,41.489290692231805,1
4.230519594139558,164.28257773645015,513.6484167929907,1.1963554357047264,0,0,1,41.796849262913,5
2.0529960914847063,44.82026282938677,493.3043974237944,1.133567246659452,0,0,0,8.589097632893262,2
10.154536385536042,127.7613048167438,216.31072574077234,2.1788495628332707,3,0,3,29.05698177539572,1
0.7662393698124452,110.73415791866759,287.46428580133244,1.5619397132363684,8,3,3,26.432554326701695,3
5.207445593485811,57.92033610684179,304.05573698102467,1.3832240238080538,0,0,1,64.95609476017451,5
3.093641936876852,96.24303811652682,368.9174932208804,1.6257759737520872,1,0,2,35.35981663732846,4
8.395868442188737,129.92468175895914,104.97536743324092,1.7141300405928783,4,1,2,23.784120663459777,1
3.133872789053581,67.82872927725383,300.2777408671761,1.6500951633817462,5,0,1,37.97822631916047,4
8.296023483230751,107.87542276197577,324.6687879676444,2.0255886458729266,3,1,0,20.915849855527657,4
8.056824587880467,87.50746446023538,170.77784166568577,2.038541117898463,3,0,3,27.986955914780857,4
13.94912767505157,151.61376472010596,368.2280016912551,1.003482689154374,5,1,1,23.73993792245645,1
6.0463721756666615,102.24311205231764,154.0178646628236,1.727851283605375,4,0,1,22.969173538077932,4
3.6128616789150767,86.94159436057652,329.24492278025764,1.4918470596479583,3,0,4,11.344176763913131,4
3.3189106740036074,43.59072482798406,690.728038464582,1.1008253880779824,1,0,2,8.479952790885571,2
2.1439161740911326,44.36475425384645,392.0157552218513,1.226918092025516,0,0,1,19.633483671918313,0
4.756706456188431,154.07747787797965,292.63015315805177,3.0560734930112847,3,0,0,30.642653716137158,1
8.044302126739224,101.06466530003095,465.4185844714976,1.7608611969612222,2,3,3,20.88182187892198,4
2.824327171363623,36.41111798196741,523.680328757034,1.1194924741694086,0,0,1,3.2382750510094276,2
10.142989707456916,116.55689798566463,415.5270028270353,1.408250716325375,1,0,0,45.81317893414938,1
3.974707135462832,122.52304051965945,550.8913745971649,1.3359573686739956,2,0,1,52.13275211272923,5
4.374395689212311,92.69884877889953,643.8693561224318,1.1157579431363307,2,0,0,34.94612273914751,5
11.83503260496779,181.01175564648875,320.0492309708015,1.7310290547365943,2,1,2,40.100068037340634,1
2.5255616748289023,96.24491467565832,465.06907971020144,1.6322835155433202,6,1,4,22.033435267095133,3
6.334919175733093,85.63240760784134,379.15136978496196,1.9071805573944696,3,1,2,29.626189209609365,4
2.5625416996765895,58.86349397262843,609.8983357441965,1.1646735864561841,1,0,0,18.276334444264336,0
4.58333737650251,102.14309700966666,303.0554608137571,1.239699199328814,5,3,7,15.415894906594097,3
6.339481517765526,89.83702061188878,445.2115123759534,1.1039146200535195,11,4,2,17.279240861247754,3
3.5087250232299336,25.314957865619462,463.899077674743,1.3723074717646249,3,0,0,16.4604520899243,0
6.208244004533248,104.72485571851993,357.24377456818405,1.4745062817334647,2,1,1,19.39491335957357,4
1.9168267894334592,17.705552919476503,726.4398287474197,1.0980455706037084,0,0,0,2.268367920466723,2
1.6084701664707393,46.114955501441585,444.20875609450366,1.0598936935458896,0,0,1,6.2112877674837375,2
3.8303358165442454,36.999614356023535,454.0343227727003,1.1119988018309235,4,0,5,15.137931758117762,0
4.143754043206929,62.586204841951336,583.1616786180404,1.020692360208761,1,1,0,18.788625882027773,0
4.9804143388589885,85.73723697867749,248.3562087490886,1.5138510643382275,2,0,2,29.190567175479224,4
4.047599288381715,119.82741458865942,181.2670776240084,1.498076842563436,5,1,1,27.214197701374882,4
2.619144988679202,96.61082776032704,415.7556696456387,1.7064156419849599,5,3,7,23.526445535588103,3
4.47934980559874,102.42217589832933,201.76264460787792,1.4021507928493389,6,2,0,25.200049326605075,4
11.088801158569634,200.75259887612944,88.44213149813461,1.632338363188865,4,3,1,27.098965615588888,1
2.0698277699583176,153.84566983829433,103.72117339034614,3.05740541715861,6,1,0,22.349381019298598,1
2.676641783759578,112.05296710696973,259.5043514253841,1.5681523882198887,6,4,5,21.970912441079133,3
1.8124015809704872,34.498592603978544,678.4775039185095,1.3106710424287318,3,0,1,8.399707170461038,0
3.302635465239033,25.906439124927072,472.6270747833239,1.202308065895042,0,0,2,23.468753121073775,0
1.9268912795942534,11.527240436185686,682.9184277765798,1.0599522597261688,1,0,1,0.0,2
3.9509164224608906,134.69641871291077,508.6295616217802,1.1937340183219585,2,0,3,44.65854020790397,5
3.1156215776422855,93.91968288301456,514.6544030542651,1.0,11,2,3,12.307414825505695,3
2.9911048524085544,28.172668093277572,605.9300161351537,1.0792663884043128,2,0,0,5.833059365239892,2
9.980122869712485,102.82545580364517,196.5421861049014,2.624599342187435,6,2,2,39.47569760318021,1
8.475674557188006,104.71929191629856,141.74680798893615,1.8600570665202936,3,0,2,41.45391266665531,1
1.6881637676498404,49.16446038101453,473.96909587285626,1.3539197200174908,0,0,0,19.316782573023538,0
4.597398055113402,113.41967178485336,316.49652744299703,1.1138927073554536,4,0,0,65.80710094613106,5
2.4263379931197635,33.24405394375148,648.1960768436536,1.2833157766629435,0,1,0,22.21641766224309,0
8.144043516647523,152.61140182579481,170.69578796773445,1.820375616901312,2,0,0,28.06068065483687,4
2.271376359033402,103.3851470672478,563.3469975861104,1.2151171416841728,0,0,2,73.44704314485725,5
11.922601640952614,77.86041248159852,243.38328193486967,2.809972028076635,5,0,0,62.22928442485552,1
1.0441887104189078,48.995251091592905,736.8413032068246,1.029702339557619,2,0,0,7.869620966474009,2
2.553262130631456,117.64291957533621,96.92798931659783,2.45443741769753,2,1,1,44.573328041351104,1
2.8573214238118654,82.30494838497978,326.12128522755523,1.2757223324625506,9,3,5,17.681452059186647,3
2.0563969670064512,73.78393081609161,446.4564230921377,1.358304010107538,5,6,5,9.919959677596044,3
2.7652433038813946,29.46409810696045,448.1678426248785,1.1052918445995576,1,0,0,5.856929855604456,2
1.5605448222952758,20.97431101727956,444.4647548364467,1.1915642623183724,2,0,0,6.95337170320348,2
3.922724547722972,83.72574046466815,631.3063998485745,1.0482112484708288,6,0,0,47.71550096545799,5
12.00325069863677,115.85215518148402,177.0641242779217,3.3623503518813327,2,1,2,49.12797585582483,1
2.949264494962686,113.95038305332089,339.89460544449855,1.1232742980116617,1,1,2,69.09884600954717,5
2.157724244829222,43.77129523260247,756.1191331532743,1.1207152289227205,1,0,0,7.329925682775849,2
4.812815474811821,117.6645836188418,181.12776037248,1.4532528046505744,3,0,0,39.60109717286853,4
7.750240821680759,139.88403509193947,535.7904674638631,1.2462888202563418,8,0,0,17.799623541586776,4
3.1536209288922556,93.31303813755605,279.94216926417835,1.1900792666969462,2,0,0,59.1549766227052,5
5.633822620474506,65.22877950609382,530.0624544097786,1.2310910701101767,1,0,0,48.41563989218868,5
3.5306558645168553,91.27595505157261,473.7009022060699,1.2366725342488227,5,3,1,27.504969784487002,3
8.200122914116534,98.0618923016351,226.63777082813252,2.3332003553775973,3,0,3,2.0674872142519867,4
3.4485572308746204,107.52380061520377,539.0678603752846,1.1769509089456174,2,0,0,73.8372895799815,5
3.089580681255249,48.631156277445236,512.5901388394959,1.1539693237425637,1,0,0,13.106761665499825,0
2.8201718243194374,63.373866199038325,282.6605178536266,1.7367492414903072,5,1,1,25.16524968579738,4
4.125949792145118,87.32198173796644,404.87521747694694,1.1381073971706916,10,7,8,39.37503979197078,3
5.420541637002852,138.72559757412262,231.80706982809588,2.739250233950713,2,1,2,21.702290293875485,1
4.14064811422345,145.97883722774958,497.9904517217073,1.2108744898357382,1,0,0,67.89139734626619,5
13.098259977205071,105.7301972826456,178.31752565054356,2.708975903607723,3,4,0,39.78129457799822,1
2.434648246380232,72.7685269078373,411.2097212463202,1.0839157831435078,1,0,0,7.503874944627873,2
5.931505069379132,76.33632189445942,170.7589890975383,2.2227643175330156,4,0,1,44.692439594190574,1
3.8963442844263985,116.52348694603782,475.2826078165012,1.506684830977092,9,2,8,7.854207988022589,3
5.556377390427936,86.35427949936361,333.8744590099306,1.2486423860084117,8,0,4,21.387898018047057,3
1.5549741146683838,28.28171297525957,356.0026216089293,1.0599506677347688,0,0,0,4.006312834962411,2
2.145559351746509,14.7904281625846,896.7441996271854,1.058066234732388,0,0,0,4.87439582233678,2
4.242814598155325,89.9461333562538,295.57849981670887,1.69708434296072,4,2,1,24.787251790445843,4
4.55397295956128,143.66373778127542,412.6564815395503,1.3100639212966507,3,0,2,71.46046813063958,5
5.00730520574573,99.71873254348787,483.6750918500353,1.2325832092149505,5,1,4,80.28143189686858,5
3.6613993828902047,89.66011692563835,437.46220723844766,1.3350205927995256,1,1,1,58.39895403486108,5
2.8556395880760577,50.53251219984784,419.77199728604563,1.2299085734021105,1,0,0,10.584344733706075,0
3.6258768727225834,87.16849802791103,521.0929793165706,1.3397376301633783,5,3,5,21.360515501293488,3
2.7513339514528385,32.33556030146476,241.3166885328421,1.4786947430049042,10,1,8,31.685776719728562,3
12.380684539216887,136.93543327482212,106.49024155670654,1.5563903384362896,2,1,1,35.83991786943001,1
5.054105594051054,119.801820018576,219.16100672524684,1.3880047643266824,0,0,1,25.599018911236985,4
5.212217321136216,113.94183854987057,322.0708978558979,1.018289506725433,0,1,2,81.30325541520284,5
3.040591691203882,38.23004861541469,582.7236107657423,1.2156823016098193,5,0,0,17.801352385592924,0
5.223999106443529,104.24525396584559,387.8817897525275,1.4042557261495192,10,4,6,18.735798759795756,3
2.8404043850133776,41.51166597862225,546.6529794790464,1.1709146517052567,0,0,0,9.497950857973459,2
1.054116514416886,18.68972438364861,737.578636517346,1.11462083023429,0,0,0,1.8219724903326506,2
5.711327584862865,113.21782932479452,469.3693595551967,1.4732264957056949,6,6,4,22.676058015320592,3
5.653542038538287,108.69806363103469,140.7311433209331,1.7357246992332644,6,0,1,29.83630676823088,4
3.3601677108610635,101.51167946623944,570.5225008331275,1.0649796281166537,1,1,0,20.733433882427967,5
1.2330738052652106,49.32620933124188,614.3692790159112,1.115288953610677,0,0,0,3.189009734260106,2
1.3987223476734498,135.11759812954122,403.68975805577463,1.4328886139521841,8,2,2,28.51340136218824,3
3.082283989275424,48.93797298216251,562.7606297561831,1.199763108386719,1,0,0,15.34915804147143,0
5.6380531333052195,155.83218970262772,147.69674541034763,2.3868072582951076,4,1,3,28.068595740965584,1
6.459052088956979,106.7444673149707,214.71434610172773,2.0131377503407775,4,3,1,17.72898986911846,1
8.331576836651982,94.3303724480394,279.6545425058915,1.923408084066815,1,0,1,24.244409617169012,4
3.9800925966388485,47.231282893167375,847.4060623049152,1.0589512715968838,0,0,0,1.5942650084391485,2
2.757950139293738,85.07478279333384,178.6183843553198,2.069608021670261,4,0,0,30.37255552520823,4
2.530525614065048,51.59245668432405,451.17261575484554,1.314006784649516,2,0,1,23.948953499186885,0
6.760312491607786,94.7673436176504,453.13997086198015,1.5141549305558604,1,1,2,21.704055046186166,4
9.728429354488153,82.69472466282598,350.40234044756136,1.930541761571527,2,0,1,14.955969376737494,4
5.275605946208167,106.20559432183434,144.04345654688314,1.9502197700644526,1,0,1,23.68641261014333,4
1.9852432693071331,55.58728529883879,565.4431027105621,1.135681665797297,3,0,0,21.129395241121017,0
3.647936690943958,125.83152112170984,525.2300706434037,1.4727153445341952,5,3,6,20.193900904045098,3
1.283311692869519,35.573514842697385,682.5008428645698,1.1549848105940232,1,0,0,0.9543880597472176,2
4.625407095707779,67.30407631987038,634.222605113668,1.0787772596349652,1,0,1,58.62428406081012,5
1.762184501173151,35.18834468860318,597.3101561015072,1.30189232400899,0,0,1,20.713793492080725,0
4.421184514367718,115.5401868660657,363.83679137704195,1.030590278831859,2,0,0,44.64674012655452,5
5.063774928704701,100.47983079644995,303.45073222610415,1.7167230575266832,0,2,1,25.868244787921515,4
3.4510748014095767,99.50521167766458,476.6746823959962,1.3063655765845124,14,5,2,12.501337505583164,3
4.922917869495468,105.89521422833477,198.15413460103213,1.546703254903112,2,1,2,21.544334841105652,4
3.0642800190954627,59.19603004513637,686.8817840543853,1.0573981882879548,3,1,0,9.398009440495963,0
9.455429286944714,126.6617417558035,187.12178345081827,1.0,1,1,1,40.00082063378416,1
4.107080669286972,30.640904761314722,508.70164803923865,1.2332719329585187,0,0,0,9.999596287065001,0
3.5509613446266757,131.26975145180376,615.9542746006082,1.3398375004011136,2,0,0,70.01443367069035,5
4.213028155437909,116.80221835030616,323.71499229339474,1.0422051220753896,5,6,6,22.327352582159637,3
1.6863851722678491,25.604528659068514,456.5287372812682,1.183612807750724,0,0,0,5.185527814268768,2
3.6428778205440024,146.48748804752057,542.0929237250585,1.107509979182732,4,1,0,57.693721076794546,5
6.404825763685639,77.12172057858538,312.6157063611659,1.532586598047385,2,1,0,20.655640162957468,4
3.653092709749503,71.17314528793986,352.3890066929066,1.0,6,7,12,32.57671768242287,3
3.2096306655357507,59.30768733948625,460.6301937317806,1.4207702609827004,7,5,4,30.76191823905056,3
3.2272749719004965,108.71089158679153,409.819890210847,1.8314281180986098,3,5,4,20.98931661063617,3
13.561395683074387,118.0298122681095,182.09001990549064,2.349883969195622,2,4,0,39.16309106503459,1
8.509165216762499,99.71116942400941,146.4878419257963,1.1267715748624934,4,1,1,28.956836988174853,4
6.117240834694497,110.85108081271844,355.96484175923973,2.003675340290884,11,4,5,10.943134516940379,3
2.0283859614893487,59.8911310832829,573.3054281465999,1.2142377912510467,1,2,1,22.232882267508927,0
1.610427533236404,40.40909689781008,490.8043217395734,1.254806692470717,4,1,0,20.84609802173815,0
3.7389946017035793,61.34810871835479,302.60575913836607,2.96016576472132,2,6,1,28.211738255983256,1
2.3309272613400833,42.20189657622994,757.1995317494968,1.2464251238123003,1,1,1,14.256604555642845,0
0.5,113.01248910461194,430.9367080092535,1.4451674972946662,9,2,5,27.780188754862838,3
5.786119215464017,56.90104330156667,365.2213849815645,1.665203579576105,7,5,7,25.64061216031516,3
3.2387891590265134,57.18970789793663,550.5021088273767,1.0113871296048973,1,0,0,4.9823479029392015,0
2.4930568246288702,39.739651573324196,602.5109152581773,1.1834919434996953,4,0,1,7.696648087410046,0
2.5132587667592317,117.49564697388546,266.28147916420363,2.133655117330316,3,1,4,29.51563287189494,4
2.797435278608503,118.44433604972363,510.1694710069858,1.3691388753702582,7,6,2,33.17451838409569,3
1.809432844244557,40.78874069609935,358.0475922721405,1.1686528798858404,7,3,5,19.79698202201024,3
1.4039790174839366,34.67922550518761,847.8600611120576,1.1515604275617715,1,0,0,10.113348854346594,2
0.5,148.28809223271776,237.3892217188112,1.6146719340725868,3,0,3,45.47899046837129,1
5.337891153496205,96.31751073167833,439.4164969844669,1.1510224096857877,2,0,2,53.64797122438579,5
5.603663831905244,127.97626936594703,314.0926640572956,2.8785825700174863,8,0,2,36.24735739236676,1
7.962673198091865,64.39862659662407,343.00576035247786,1.0,6,4,1,16.360658766486452,4
5.109484052315016,109.18001523136726,403.0052386359969,1.2925469159821537,1,1,0,46.82629195127766,5
4.743576640814181,116.98671486211109,377.79776449364533,1.1971772620733594,6,1,5,21.661879506211253,3
3.047104667567401,95.43421289869609,558.5136336308788,1.319637024676238,3,0,0,51.33493039269135,5
12.285955341886684,143.55880821105146,256.1689279591308,2.287580939058007,3,1,4,40.476695150689885,1
2.3928841305101742,35.872028120899344,412.00331643242515,1.1134616532497505,1,0,0,9.79107958208804,2
2.972695460490068,39.74120324104796,636.322897513225,1.3727963835381765,1,0,0,10.665079897062473,0
4.595333180311348,86.23020007177482,497.44446419555976,1.6984344446485053,7,2,4,19.71666010401473,3
8.609402827017728,121.92254856303869,176.4135512012542,1.5505287754293429,3,0,3,24.574767570347593,4
3.747910256117534,47.24234744535292,516.1299542662695,1.3171101971669559,0,0,0,21.06822927098239,0
8.230590486553089,103.033198772558,289.59949454748613,1.0646708368819602,3,0,1,30.197801977385797,4
4.462662190175335,73.61657493516915,522.2257239352459,1.7704562822149048,5,3,11,11.951036137725119,3
3.4400144500533325,53.760467925297945,454.02353841695236,1.2878963973070652,1,0,1,13.203817248261483,0
2.47385200420136,118.28234928867545,354.77772952588043,1.5862149657642128,1,1,2,24.16995362998691,4
2.3707069544911965,97.95244882094273,543.0693309051417,1.120338631753853,2,0,0,73.91348571415332,5
12.250062530097969,95.18199299654034,277.8439422518679,1.6447044598602365,4,1,5,28.543512430538858,4
4.40587959246199,115.49629542307032,320.43958981667294,1.4872223477990085,11,8,8,9.1594076101993,3
6.245475313049643,101.95567574852903,329.6917170867017,1.2909183846339436,1,1,0,37.06636644105534,5
2.320336799976955,75.03368900131272,684.2903216711358,1.223540970632495,7,5,5,25.96400804243324,3
2.5359773135281873,109.39691980031886,364.1371031185679,1.2695234729881844,4,0,2,71.59858506719772,5
1.684092693868966,28.09306894178335,708.679855336885,1.1070063620600823,0,0,1,1.9605812571905075,2
0.5,41.67139595617489,604.691179448814,1.2597537705894728,1,0,0,24.58204406199289,0
5.72256390664268,109.40298744788926,243.50423038829038,1.5303514392674817,4,2,3,27.783206157967538,4
4.352302571230425,51.88260377705565,401.16052709863595,1.0557831064601793,3,0,0,70.40995235172838,5
3.8898966694360695,81.18528250010141,518.267135597729,1.0,2,0,1,73.28339273220803,5
3.466061564837663,123.37520295193092,439.71841490993353,1.413942351025105,8,2,7,28.694632576021732,3
2.7446775524111797,74.45502259029894,408.4770548993444,1.1043382683021672,2,1,1,64.36027589724588,5
1.980641838374075,48.98446081347197,700.0114613286667,1.0823525553039874,0,0,1,6.146669649651907,2
2.497022602263369,13.618528253903744,386.622057788356,1.0598840057998624,0,0,0,3.924882593398574,2
3.0675282046879238,58.60658595838651,314.8157268425341,1.4492183998600687,1,0,0,11.5869696389097,0
6.888285249119668,112.4126924754807,341.536952718914,1.7152667662883674,3,0,2,25.198330503392,4
1.7014948050540952,38.542584640967036,818.7707854972342,1.0990035831969218,1,0,0,10.64118300401055,2
4.091263762729257,87.68767501876937,259.2097722022261,1.3788902919848933,3,0,3,17.606195287497044,4
1.9604802563174377,47.69699625239117,695.7164817659968,1.1135980593949835,1,0,0,4.303674272940345,2
3.7394018232172983,28.13532048744703,808.2884409500306,1.1327443879906998,0,1,1,10.510244112748548,2
4.255756125573521,54.15390275560162,642.7305364289216,1.162436633928266,1,0,0,9.627426241983223,0
2.5840822996200825,144.2548450991474,504.3734753598829,1.2542888797822238,4,1,2,28.992917380668587,5
1.9436793183508156,28.089554268100745,600.717831141308,1.1034038143250613,1,0,1,3.1665438011317244,2
8.945799797542032,99.33691662577716,475.2514131876303,1.1836459409615272,2,3,1,17.228154510693678,4
14.742070726548782,115.65473262913407,170.9811385448857,3.136111399794594,3,2,7,25.407223800921514,1
1.8070497858037375,38.18161208789122,523.4098103614233,1.0308662647660423,0,0,1,0.0,2
3.570890510693167,32.495922660302824,474.36593216275077,1.2983852343606146,1,0,0,21.059770263324083,0
3.0906901583837465,133.99499771526678,571.0940182514787,1.0765085848030993,4,0,1,62.404412650688506,5
11.988091973643225,134.05337198636417,203.3126613978648,1.2541797818097884,4,1,4,30.13140757256196,1
5.231300146192632,47.185340424109455,491.3298863851791,1.2564789105907648,0,0,0,12.748172927947824,0
3.7023401336864183,137.28523815384332,406.2237800251978,1.0944020512282302,3,0,2,53.596068580489,5
4.555397048580748,103.5539892977332,487.5384787707263,1.3094976182557592,2,1,0,55.872913768255856,5
1.5584168630953346,29.856570365858097,703.8697397154328,1.0481252796509266,0,0,0,3.477445656327301,2
4.108304893511515,102.718112517708,426.33275336141446,1.0,1,0,1,53.585887729116884,5
3.3993458747657472,97.84993860404126,428.7615038671971,1.2772486527424023,1,1,1,67.13673032865965,5
3.3489143721074672,72.35571197548599,346.68791597252164,1.3644448306100103,5,5,9,35.732544570453655,3
3.117327383308782,76.09918556005361,340.2127865505162,1.297845780566655,2,0,1,13.43754326080183,0
3.226622083945177,104.77486314106865,103.6463813979173,2.060209994044376,5,1,1,22.397879240529768,1
8.980803067813223,135.0321316687579,338.9912432503531,1.9661005914568084,1,1,2,24.756489284618382,4
3.2490326084967225,24.272542901714225,810.8487776489653,1.0205829976857703,0,0,1,0.0,2
